X(mm),Y(mm),I(pA)
-2.0,-2.0,-0.7149413
-1.9,-2.0,-0.5844172000000001
-1.8,-2.0,-0.5170241
-1.7,-2.0,-0.3690427
-1.6,-2.0,0.018875279999999998
-1.5,-2.0,0.3641759
-1.4,-2.0,0.9950978
-1.3,-2.0,1.393586
-1.2000000000000002,-2.0,1.5352789999999998
-1.1,-2.0,1.5986150000000001
-1.0,-2.0,1.8783480000000001
-0.9000000000000001,-2.0,1.782938
-0.8,-2.0,1.841401
-0.7,-2.0,1.627034
-0.5999999999999999,-2.0,1.487371
-0.4999999999999998,-2.0,1.011338
-0.3999999999999997,-2.0,0.6682688
-0.2999999999999996,-2.0,0.3997008
-0.1999999999999995,-2.0,0.05399299
-0.09999999999999942,-2.0,-0.1345868
4.440892098500626e-16,-2.0,-0.3318952
0.10000000000000053,-2.0,-0.590507
0.20000000000000062,-2.0,-0.7685313
0.3000000000000007,-2.0,-0.8355187000000001
0.4000000000000008,-2.0,-0.8239484
0.5000000000000009,-2.0,-0.7516830999999999
0.600000000000001,-2.0,-0.8515549
0.7000000000000011,-2.0,-0.7340222999999999
0.8000000000000012,-2.0,-0.9790338999999999
0.9000000000000012,-2.0,-0.9940556
1.0000000000000013,-2.0,-0.8324739999999999
1.1000000000000014,-2.0,-0.9975063
1.2000000000000015,-2.0,-1.073628
1.3000000000000016,-2.0,-1.1903489999999999
1.4000000000000017,-2.0,-1.176545
1.5000000000000018,-2.0,-1.1694410000000002
1.6000000000000019,-2.0,-1.202123
1.700000000000002,-2.0,-1.2821019999999999
1.800000000000002,-2.0,-1.404506
1.9000000000000021,-2.0,-1.4392170000000002
2.0000000000000018,-2.0,-1.487326
-2.0,-1.9,-0.6022808
-1.9,-1.9,-0.5292037
-1.8,-1.9,-0.4179639
-1.7,-1.9,-0.28622200000000003
-1.6,-1.9,-0.04202237
-1.5,-1.9,0.4829308
-1.4,-1.9,0.9374459999999999
-1.3,-1.9,1.072238
-1.2000000000000002,-1.9,1.6132309999999999
-1.1,-1.9,1.8016139999999998
-1.0,-1.9,2.037094
-0.9000000000000001,-1.9,1.96848
-0.8,-1.9,1.96645
-0.7,-1.9,1.777458
-0.5999999999999999,-1.9,1.67474
-0.4999999999999998,-1.9,1.413074
-0.3999999999999997,-1.9,0.9973312000000001
-0.2999999999999996,-1.9,0.5600705
-0.1999999999999995,-1.9,0.2115205
-0.09999999999999942,-1.9,0.1041338
4.440892098500626e-16,-1.9,-0.414919
0.10000000000000053,-1.9,-0.45653259999999996
0.20000000000000062,-1.9,-0.5582314
0.3000000000000007,-1.9,-0.7240761
0.4000000000000008,-1.9,-0.8468863999999999
0.5000000000000009,-1.9,-0.8351127
